raw_text_examples,normalized_suggestion,occurrences,example_recipe_ids,notes
"۲/۳ پیمانه پنیر پارمزان رنده‌شده (اختیاری، برای سرو)","/ پنیر پارمزان رنده‌شده (اختیاری برای سرو)","1","1303",""
"۳/۵ فنجان سیب زمینی خرد شده","/ فنجان سیب زمینی خرد شده","1","538",""
"۱/۳ فنجان کرفس خرد شده","/ فنجان کرفس خرد شده","1","538",""
"۱/۳ فنجان پیاز خرد شده","/ فنجان پیاز خرد شده","1","538",""
"۳/۴ فنجان گوشت پخته و خرد شده","/ فنجان گوشت پخته و خرد شده","1","538",""
"۱ کیلوگرم گوشت بره، خردشده به تکه‌های متوسط","کیلو گوشت بره خردشده به تکه‌های متوسط","1","1483",""
"۲ تا ۳ عدد فلفل سبز، از طول شکاف‌داده‌شده","تا فلفل سبز از طول شکاف‌داده‌شده","1","1483",""
"۱ قاشق غذاخوری گرام ماسالا","گرام ماسالا","1","1483",""
"۲ تا ۳ عدد برگ بو","تا برگ بو","1","1483",""
"۴ تا ۵ عدد هل سبز","تا هل سبز","1","1483",""
"۱ تا ۲ تکه چوب دارچین","تا تکه چوب دارچین","1","1483",""
"۱ عدد سینه بی استخوان و بدون پوست مرغ متوسط","سینه بی استخوان و بدون پوست مرغ متوسط","1","35",""
"۱ پیمانه (۱۵۰ میلی‌لیتر) آب انار","( میلی‌لیتر) آب انار","1","35",""
"۱ پیمانه (۱۵۰ میلی‌لیتر) رب انار","( میلی‌لیتر) رب انار","1","35",""
"نیم لیوان روغن پخت و پز","نیم روغن پخت و پز","1","371",""
"۲ قاشق چایخوری زعفران آسیاب شده","زعفران آسیاب شده","1","371",""
"۲ کیلوگرم گوشت بره یا ۱.۵ کیلوگرم مرغ، تمیز شده","کیلو گوشت بره یا . کیلوگرم مرغ تمیز شده","1","371",""
"۲ تا ۵ زرده تخم‌مرغ","تا زرده تخم‌مرغ","1","371",""
"۱ لیوان زرشک شسته شده","زرشک شسته شده","1","371",""
"اختیاری: گلاب، پسته، بادام برای تزیین","اختیاری: گلاب پسته بادام","1","371",""
"2.5 سانتیمتر زنجبیل تازه، رنده شده","سانتیمتر زنجبیل تازه رنده شده","1","377",""
"ماست برای مزه‌دار کردن","ماست برای مزه‌دار کردن","1","377",""
"آب لیمو برای مزه‌دار کردن","آب لیمو برای مزه‌دار کردن","1","377",""
"کره برای روی پلو","کره برای روی پلو","1","377",""
"دارچین برای عطر","دارچین برای عطر","1","377",""
"بادام خلال، برشته شده","بادام خلال برشته شده","1","377",""
"زرشک، تفت داده شده","زرشک تفت داده شده","1","377",""
"200 گرم مخلوط گوشت چرخ کرده و سویا","مخلوط گوشت چرخ کرده و سویا","1","44",""
"4-5 عدد گوجه‌فرنگی یا 2 قاشق غذاخوری رب گوجه‌فرنگی","5 عدد گوجه‌فرنگی یا 2 رب گوجه‌فرنگی","1","44",""
"1 فنجان سبزی معطر خرد شده (ترخان، مرزه، نعناع، جعفری، گشنیز و کمی شوید)","فنجان سبزی معطر خرد شده (ترخان مرزه نعناع جعفری گشنیز و  شوید)","1","44",""
"۲۰۰ گرم سوسیس، ریز خردشده","سوسیس ریز خردشده","1","1257",""
"۱ عدد فلفل دلمه‌ای، نگینی ریز","فلفل دلمه‌ای نگینی ریز","1","1257",""
"۴ عدد گوجه‌فرنگی متوسط و رسیده، برش‌خورده به ضخامت حدود ۶ میلی‌متر","گوجه‌فرنگی متوسط و رسیده برش‌خورده به ضخامت حدود میلی‌متر","1","1471",""
"۲۵۰ گرم پنیر موزارلای تازه، برش‌خورده به صورت حلقه‌ای","پنیر موزارلای تازه برش‌خورده به صورت حلقه‌ای","1","1471",""
"نصف پیمانه برگ ریحان تازه","نصف برگ ریحان تازه","1","1471",""
"سس بالزامیک غلیظ (اختیاری)","سس بالزامیک غلیظ (اختیاری)","1","1471",""
"۲ پیمانه آرد سفید الک‌شده","آرد سفید الک‌شده","1","747",""
"۱ قاشق غذاخوری روغن مایع، به‌علاوه مقداری برای چرب کردن","روغن مایع به‌علاوه  برای چرب کردن","1","747",""
"۳۰۰ گرم سبزی معطر تازه (جعفری، گشنیز، شوید)، بخارپز و ریز خردشده","سبزی معطر تازه (جعفری گشنیز شوید) بخارپز و ریز خردشده","1","747",""
"۱۰۰ گرم پنیر سفید نرم (مانند فتا)، خردشده","پنیر سفید نرم (مانند فتا) خردشده","1","747",""
"½ پیمانه آب ولرم (برای فعال‌سازی مخمر)","½ آب ولرم (برای فعال‌سازی مخمر)","1","747",""
"ماکارونی فرمی - 1 بسته 500 گرمی","ماکارونی فرمی بسته 500 ی","1","46",""
"گوجه فرنگی پوره شده - 10 عدد متوسط","گوجه فرنگی پوره شده متوسط","1","46",""
"پنیر گورگنزولا - 100 گرم (درشت رنده شده)","پنیر گورگنزولا (درشت رنده شده)","1","46",""
"مخلوط شاهی و ترخان - به مقدار لازم (برای تزئین)","مخلوط شاهی و ترخان  (برای تزئین)","1","46",""
"گوجه گیلاسی - در صورت تمایل 5-6 عدد","گوجه گیلاسی در صورت تمایل 6","1","46",""
"۱ و نیم قاشق غذاخوری مخمر خشک","و نیم مخمر خشک","1","1461",""
"۳ قاشق غذاخوری سبزی تازه خردشده (شوید، جعفری، پیازچه، آویشن)","سبزی تازه خردشده (شوید جعفری پیازچه آویشن)","1","1461",""
"۱ پیمانه آرد ذرت درشت (پولنتا)","آرد ذرت درشت (پولنتا)","1","1470",""
"سبزی تازه برای تزئین","سبزی تازه برای تزئین","1","542",""
"چهار حبه سیر ساطوری شده","چهار سیر ساطوری شده","1","18",""
"۵۰۰ گرم استیک گوساله نازک خرد شده","استیک گوساله نازک خرد شده","1","18",""
"۲۵۰ گرم ماکارونی آبکشی شده","ماکارونی آبکشی شده","1","18",""
"دو قاشق غذاخوری سس سویا","دو سس سویا","1","18",""
"دو عدد هویج خلالی نازک شده","دو هویج خلالی نازک شده","1","18",""
"دو عدد فلفل قرمز تند حلقه شده","دو فلفل قرمز تند حلقه شده","1","18",""
"دو شاخه پیازچه درشت خرد شده","دو پیازچه درشت خرد شده","1","18",""
"نصف قاشق چایخوری زیره","نصف زیره","1","18",""
"یک قاشق غذاخوری رب گوجه‌فرنگی","یک رب گوجه‌فرنگی","1","18",""
"۱ قوطی گوجه‌فرنگی خردشده کنسروی","قوطی گوجه‌فرنگی خردشده کنسروی","1","543",""
"عسل طبیعی، به مقدار لازم","عسل طبیعی","1","1459",""
"۱۵۰ گرم سیب‌زمینی، ریز خردشده","سیب‌زمینی ریز خردشده","1","546",""
"۱ قاشق غذاخوری نشاسته سیب‌زمینی","نشاسته سیب‌زمینی","1","546",""
"۱ استکان کوچک زرشک","استکان کوچک زرشک","1","546",""
"۱۵۰ گرم ورمیشل یا رشته سوپی نازک","ورمیشل یا رشته سوپی نازک","1","546",""
"۴ تا ۵ عدد گوجه‌فرنگی بزرگ، پوست‌گرفته و ریز خردشده (یا ۲ قاشق غذاخوری رب گوجه‌فرنگی)","تا عدد گوجه‌فرنگی بزرگ پوست‌گرفته و ریز خردشده (یا رب گوجه‌فرنگی)","1","546",""
"۱ استکان کوچک جعفری و گشنیز تازه، ریز خردشده","استکان کوچک جعفری و گشنیز تازه ریز خردشده","1","546",""
"کدو سبز (با پوست)","کدو سبز (با پوست)","1","239",""
"اسفناج (همه به صورت ریز خرد شده، مجموعاً چهار فنجان)","اسفناج (همه به صورت ریز خرد شده مجموعاً چهار فنجان)","1","239",""
"جعفری (نصف فنجان، خرد شده)","جعفری (نصف فنجان خرد شده)","1","239",""
"ریحان (نصف فنجان، خرد شده)","ریحان (نصف فنجان خرد شده)","1","239",""
"یک فنجان روغن زیتون","یک فنجان روغن زیتون","1","239",""
"دو فنجان آب‌گوجه‌فرنگی","دو فنجان آب‌گوجه‌فرنگی","1","239",""
"یک فنجان پنیر پارمزان یا گودا رنده شده","یک فنجان پنیر پارمزان یا گودا رنده شده","1","239",""
"یک قاشق غذاخوری آویشن","یک آویشن","1","239",""
"۲.۵ تا ۳ پیمانه آرد سفید",". تا آرد سفید","1","1249",""
"۱۰۰ گرم قارچ خردشده ریز","قارچ خردشده ریز","1","1249",""
"۲ عدد پیاز خردشده ریز","پیاز خردشده ریز","1","1249",""
"نمک، فلفل سیاه، گشنیز خشک و دارچین به میزان لازم","نمک فلفل سیاه گشنیز خشک و دارچین","1","1249",""
"سیب‌زمینی – آب‌پز شده و خردشده به مکعب‌های نرم","سیب‌زمینی آب‌پز شده و خردشده به مکعب‌های نرم","1","1454",""
"کره بدون نمک – ۸ قاشق غذاخوری، نرم‌شده","کره بدون نمک نرم‌شده","1","1254",""
"سیر – ۲ حبه، رنده ریز","سیر رنده ریز","1","1254",""
"رنده پوست لیمو – از ۱ لیمو (فقط قسمت زرد)","رنده پوست لیمو از لیمو (فقط قسمت زرد)","1","1254",""
"جوز هندی – یک پنس، تازه رنده‌شده","جوز هندی یک پنس تازه رنده‌شده","1","1254",""
"پودر سوخاری تازه – ۲ پیمانه","پودر سوخاری تازه","1","1254",""
"بکینگ‌پودر – ۱/۲ قاشق چای‌خوری","بکینگ‌پودر / قاشق چای‌خوری","1","919",""
"پودر آویشن – به میزان دلخواه","پودر آویشن به میزان","1","919",""
"سوسیس و کالباس خردشده","سوسیس و کالباس خردشده","1","919",""
"فلفل دلمه‌ای سبز، نازک برش‌خورده","فلفل دلمه‌ای سبز نازک برش‌خورده","1","919",""
"زیتون سیاه خردشده","زیتون سیاه خردشده","1","919",""
"450 گرم نودلز یا ماکارونی","نودلز یا ماکارونی","1","49",""
"5 فنجان قارچ خرد شده","فنجان قارچ خرد شده","1","49",""
"1/2 فنجان کره","/2 فنجان کره","1","49",""
"1/4 فنجان آرد","/4 فنجان آرد","1","49",""
"1 و 1/2 فنجان شیر","و /2 فنجان شیر","1","49",""
"1/4 فنجان خامه","/4 فنجان خامه","1","49",""
"3 فنجان سینه مرغ یا بوقلمون پخته، نکوبیده","فنجان سینه مرغ یا بوقلمون پخته نکوبیده","1","49",""
"2/3 فنجان پنیر پارمسان","/3 فنجان پنیر پارمسان","1","49",""
"1/3 فنجان پنیر چدار","/3 فنجان پنیر چدار","1","49",""
"1/2 فنجان نان خرد شده","/2 فنجان نان خرد شده","1","49",""
"۳۰۰ گرم سینه یا فیله مرغ، نگینی خردشده","سینه یا فیله مرغ نگینی خردشده","1","1245",""
"۱ عدد عصاره مرغ (بولیون)، خردشده","عصاره مرغ (بولیون) خردشده","1","1245",""
"۱ بسته پاستا پاپیونی (فارفاله)","پاستا پاپیونی (فارفاله)","1","1245",""
"½ قاشق چای‌خوری جوز هندی","½ قاشق چای‌خوری جوز هندی","1","1245",""
"گردوی آسیاب‌شده بسیار نرم (به صورت خمیر)","گردوی آسیاب‌شده بسیار نرم (به صورت خمیر)","1","1351",""
"کمی زعفران ساییده‌شده","زعفران ساییده‌شده","1","1351",""
"نیم پیمانه ماست چکیده","نیم ماست چکیده","1","22",""
"۲ عدد ماهیچه گوسفندی","ماهیچه گوسفندی","1","548",""
"۵۰۰ گرم قارچ تازه، ورقه‌ای","قارچ تازه ورقه‌ای","1","843",""
"۰٫۵ گرم زعفران، حل‌شده در آب گرم","٫ زعفران حل‌شده در آب گرم","1","843",""
"یک بسته پاستای فنری شکل","یک پاستای فنری شکل","1","52",""
